Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,official_video,EnergyLiveness,,,,,,,,,, 
album,0.647,0.863,-3.685,0.0306,0.245,0.000256,0.175,0.841,89.999,false,4.93142857142857,,,,,,,,,,
compilation,0.843,0.703,-7.862,0.103,0.189,0.0000152,0.04,0.669,104.009,true,17.575,,,,,,,,,,
album,0.721,0.94,-3.911,0.0668,0.17,0.0000234,0.35,0.678,97.797,true,2.68571428571429,,,,,,,,,,
album,0.516,0.549,-13.741,0.0373,0.501,0.00572,0.184,0.907,176.941,true,2.98369565217391,,,,,,,,,,
album,0.623,0.425,-13.045,0.0291,0.306,0.0000865,0.108,0.392,116.593,false,3.93518518518519,,,,,,,,,,
album,0.551,0.289,-12.214,0.0262,0.334,0,0.0379,0.117,132.133,true,7.62532981530343,,,,,,,,,,
album,0.756,0.773,-6.65,0.0306,0.0848,0.0026,0.0792,0.954,98.384,false,9.76010101010101,,,,,,,,,,
album,0.579,0.529,-11.548,0.025,0.201,0,0.231,0.38,88.156,false,2.29004329004329,,,,,,,,,,
album,0.49,0.432,-9.327,0.0298,0.639,0,0.104,0.367,153.753,true,4.15384615384615,,,,,,,,,,
album,0.702,0.558,-11.952,0.0288,0.0304,0,0.0528,0.903,114.932,true,10.5681818181818,,,,,,,,,,
album,0.731,0.505,-11.334,0.0262,0.212,0,0.0409,0.396,99.99,true,12.3471882640587,,,,,,,,,,
album,0.557,0.577,-12.175,0.027,0.0796,0.0000231,0.0604,0.445,91.877,true,9.55298013245033,,,,,,,,,,
compilation,0.565,0.511,-7.134,0.0267,0.395,0.0000136,0.11,0.108,72.35,false,4.64545454545455,,,,,,,,,,
single,0.662,0.872,-4.874,0.0318,0.0729,0.016,0.156,0.372,121.989,true,5.58974358974359,,,,,,,,,,
single,0.69,0.847,-4.565,0.0374,0.0145,0.041,0.0777,0.49,124.015,true,10.9009009009009,,,,,,,,,,
single,0.628,0.738,-5.045,0.0367,0.0156,0.281,0.153,0.699,125.928,true,4.82352941176471,,,,,,,,,,
single,0.777,0.746,-5.715,0.0382,0.0139,0.0805,0.0973,0.263,121.99,true,7.66700924974306,,,,,,,,,,
single,0.453,0.717,-5.362,0.0468,0.0335,0.871,0.151,0.644,126.053,true,4.74834437086093,,,,,,,,,,
single,0.487,0.682,-4.6,0.0527,0.166,0.000634,0.0877,0.356,123.391,true,7.77651083238313,,,,,,,,,,
single,0.662,0.884,-4.669,0.05,0.209,0.162,0.098,0.381,126.04,true,9.02040816326531,,,,,,,,,,
single,0.683,0.977,-2.582,0.106,0.00372,0.0109,0.166,0.884,129.996,true,5.8855421686747,,,,,,,,,,
single,0.732,0.801,-6.009,0.0363,0.0911,0.000727,0.0459,0.275,124.975,true,17.4509803921569,,,,,,,,,,
single,0.59,0.977,-3.652,0.0552,0.00766,0.863,0.187,0.518,124.036,true,5.22459893048128,,,,,,,,,,
album,0.625,0.426,-8.4,0.0271,0.412,0,0.116,0.112,110.021,true,3.67241379310345,,,,,,,,,,
album,0.739,0.947,-1.916,0.0411,0.00916,0.0000314,0.326,0.766,88.009,true,2.90490797546012,,,,,,,,,,
album,0.689,0.677,-6.36,0.0326,0.0697,0,0.0877,0.259,153.922,true,7.71949828962372,,,,,,,,,,
album,0.853,0.563,-8.663,0.0379,0.0118,0.0000212,0.119,0.893,92.112,true,4.73109243697479,,,,,,,,,,
album,0.625,0.563,-6.506,0.0387,0.437,0.00000505,0.175,0.364,120.023,true,3.21714285714286,,,,,,,,,,
album,0.78,0.711,-7.429,0.0476,0.0142,0.0000375,0.0366,0.859,96.067,true,19.4262295081967,,,,,,,,,,
album,0.533,0.749,-5.106,0.117,0.0631,0.000109,0.0684,0.569,89.989,true,10.9502923976608,,,,,,,,,,
album,0.687,0.758,-6.451,0.0843,0.0678,0,0.192,0.709,77.904,true,3.94791666666667,,,,,,,,,,
album,0.753,0.45,-6.909,0.0919,0.274,0.00000205,0.321,0.56,109.408,true,1.4018691588785,,,,,,,,,,
album,0.595,0.735,-6.648,0.047,0.1,0.00000962,0.104,0.521,167.662,true,7.06730769230769,,,,,,,,,,
album,0.849,0.521,-12.999,0.216,0.304,0.00000165,0.115,0.763,95.265,true,4.5304347826087,,,,,,,,,,
album,0.804,0.443,-10.268,0.134,0.0312,0.0225,0.112,0.58,92.035,true,3.95535714285714,,,,,,,,,,
single,0.934,0.562,-4.609,0.24,0.0476,0.00000131,0.0608,0.712,96.792,false,9.24342105263158,,,,,,,,,,
compilation,0.887,0.547,-9.474,0.264,0.205,0,0.176,0.593,96.847,false,3.10795454545455,,,,,,,,,,
single,0.862,0.804,-4.964,0.234,0.119,0,0.167,0.767,91.34,true,4.81437125748503,,,,,,,,,,
album,0.769,0.624,-10.559,0.197,0.173,0.00000102,0.378,0.569,95.232,true,1.65079365079365,,,,,,,,,,
album,0.736,0.561,-8.16,0.05,0.446,0,0.128,0.122,92.06,false,4.3828125,,,,,,,,,,
album,0.864,0.641,-2.988,0.279,0.0473,0,0.584,0.678,93.526,false,1.09760273972603,,,,,,,,,,
album,0.901,0.508,-9.294,0.261,0.314,0,0.555,0.571,94.942,true,0.915315315315315,,,,,,,,,,
album,0.851,0.809,-4.951,0.0696,0.081,0.00764,0.107,0.447,95.068,false,7.5607476635514,,,,,,,,,,
album,0.555,0.798,-5.579,0.0285,0.28,0.00117,0.907,0.577,100.02,true,0.879823594266814,,,,,,,,,,
album,0.374,0.935,-5.729,0.0689,0.00421,0.157,0.984,0.413,76.545,true,0.95020325203252,,,,,,,,,,
album,0.628,0.762,-6.017,0.0264,0.00581,0.0000684,0.39,0.247,110.01,true,1.95384615384615,,,,,,,,,,
album,0.468,0.88,-6.302,0.0505,0.00474,0.00173,0.99,0.395,112.987,true,0.888888888888889,,,,,,,,,,
album,0.246,0.705,-5.517,0.0356,0.105,0.0732,0.965,0.106,120.064,true,0.730569948186528,,,,,,,,,,
album,0.395,0.966,-4.194,0.0688,0.00895,0.546,0.98,0.353,146.966,true,0.985714285714286,,,,,,,,,,
album,0.582,0.813,-4.558,0.0295,0.0819,0.00119,0.902,0.345,109.934,true,0.901330376940133,,,,,,,,,,
album,0.602,0.636,-6.478,0.0255,0.149,0.0000182,0.986,0.571,107.021,true,0.645030425963489,,,,,,,,,,
album,0.532,0.785,-5.655,0.0432,0.0393,0,0.736,0.245,112.959,true,1.06657608695652,,,,,,,,,,
album,0.406,0.654,-7.016,0.029,0.641,0.672,0.84,0.123,85.934,true,0.778571428571429,,,,,,,,,,
album,0.786,0.543,-6.246,0.0774,0.232,0,0.105,0.341,155.008,true,5.17142857142857,,,,,,,,,,
album,0.796,0.534,-8.074,0.073,0.26,0.00103,0.0863,0.172,130.008,true,6.18771726535342,,,,,,,,,,
album,0.675,0.694,-5.476,0.0747,0.341,0.0000913,0.11,0.182,160.06,true,6.30909090909091,,,,,,,,,,
album,0.949,0.485,-6.405,0.15,0.0863,0.038,0.122,0.353,102.48,true,3.97540983606557,,,,,,,,,,
single,0.793,0.552,-6.112,0.101,0.0649,0.0000198,0.0961,0.161,154.994,false,5.74401664932362,,,,,,,,,,
album,0.731,0.59,-6.27,0.126,0.352,0,0.126,0.321,91.989,true,4.68253968253968,,,,,,,,,,
album,0.897,0.641,-5.025,0.0685,0.27,0.0727,0.084,0.689,107.973,true,7.63095238095238,,,,,,,,,,
album,0.74,0.6,-6.169,0.0701,0.251,0,0.0784,0.332,89.705,true,7.6530612244898,,,,,,,,,,
album,0.914,0.542,-5.711,0.104,0.156,0.0111,0.183,0.539,140.008,true,2.96174863387978,,,,,,,,,,
album,0.836,0.637,-4.803,0.0367,0.535,0,0.129,0.875,120.025,true,4.93798449612403,,,,,,,,,,
single,0.673,0.753,-5.002,0.119,0.272,0,0.071,0.424,120.057,false,10.6056338028169,,,,,,,,,,
album,0.772,0.935,-4.805,0.0732,0.00871,0.00000762,0.063,0.867,98.226,true,14.8412698412698,,,,,,,,,,
album,0.695,0.798,-7.228,0.0597,0.0663,0.00018,0.124,0.842,88.05,false,6.43548387096774,,,,,,,,,,
album,0.348,0.455,-8.044,0.0369,0.351,0,0.856,0.29,124.211,true,0.531542056074766,,,,,,,,,,
album,0.676,0.871,-3.546,0.0444,0.0622,0.00000789,0.278,0.695,93.974,true,3.13309352517986,,,,,,,,,,
album,0.62,0.933,-5.048,0.0496,0.0427,0.00518,0.094,0.968,158.272,true,9.92553191489362,,,,,,,,,,
single,0.634,0.696,-6.345,0.079,0.246,0,0.152,0.674,141.956,true,4.57894736842105,,,,,,,,,,
album,0.687,0.604,-9.791,0.0365,0.0204,0,0.0931,0.396,126.025,true,6.48764769065521,,,,,,,,,,
compilation,0.404,0.518,-3.976,0.0293,0.826,0,0.337,0.36,136.305,true,1.53709198813056,,,,,,,,,,
album,0.503,0.586,-2.521,0.0283,0.65,0.0000204,0.283,0.668,105.155,false,2.07067137809187,,,,,,,,,,
album,0.777,0.769,-6.565,0.076,0.289,0.00272,0.671,0.967,170.634,true,1.14605067064083,,,,,,,,,,
album,0.946,0.631,-5.612,0.0567,0.56,0.000591,0.814,0.891,130.002,true,0.775184275184275,,,,,,,,,,
album,0.967,0.727,-4.257,0.0554,0.684,0.00393,0.697,0.819,119.976,true,1.04304160688666,,,,,,,,,,
album,0.681,0.71,-5.276,0.0564,0.79,0.000723,0.672,0.84,199.974,true,1.05654761904762,,,,,,,,,,
compilation,0.758,0.429,-6.593,0.0432,0.388,0.00000816,0.104,0.961,182.551,false,4.125,,,,,,,,,,
album,0.818,0.461,-6.442,0.0334,0.488,0.0000125,0.783,0.856,128.01,true,0.588761174968072,,,,,,,,,,
album,0.728,0.498,-4.627,0.0297,0.539,0.0000187,0.694,0.692,107.998,true,0.717579250720461,,,,,,,,,,
album,0.561,0.631,-3.797,0.0488,0.376,0,0.08,0.83,183.794,true,7.8875,,,,,,,,,,
album,0.719,0.671,-5.63,0.0305,0.384,0.000001,0.978,0.961,106.028,true,0.686094069529653,,,,,,,,,,
album,0.739,0.887,-5.084,0.0317,0.167,0,0.225,0.873,98.011,true,3.94222222222222,,,,,,,,,,
album,0.664,0.878,-7.021,0.0359,0.0249,0.00000653,0.038,0.927,106.508,true,23.1052631578947,,,,,,,,,,
album,0.794,0.744,-4.239,0.0568,0.0181,0,0.0913,0.874,103.006,true,8.14895947426068,,,,,,,,,,
album,0.763,0.709,-4.815,0.0317,0.0947,0,0.278,0.706,98.975,false,2.55035971223022,,,,,,,,,,
album,0.739,0.765,-3.969,0.0351,0.164,0,0.0686,0.813,94.848,true,11.1516034985423,,,,,,,,,,
album,0.677,0.695,-4.646,0.0305,0.272,0,0.331,0.815,94.06,true,2.09969788519637,,,,,,,,,,
album,0.731,0.786,-3.24,0.0275,0.272,0,0.263,0.83,98.024,true,2.98859315589354,,,,,,,,,,
album,0.645,0.751,-5.948,0.0502,0.257,0,0.0408,0.908,183.879,true,18.406862745098,,,,,,,,,,
album,0.733,0.781,-4.939,0.04,0.182,0,0.0648,0.666,96.027,true,12.0524691358025,,,,,,,,,,
album,0.703,0.652,-6.761,0.0327,0.18,0,0.0869,0.836,91.285,false,7.50287686996548,,,,,,,,,,
album,0.82,0.635,-5.749,0.0772,0.409,0,0.244,0.528,101.024,true,2.60245901639344,,,,,,,,,,
album,0.655,0.858,-5.607,0.315,0.53,0,0.344,0.65,83.489,true,2.49418604651163,,,,,,,,,,
single,0.838,0.819,-4.681,0.211,0.285,0.000063,0.224,0.656,105.027,true,3.65625,,,,,,,,,,
album,0.732,0.634,-5.587,0.36,0.171,0,0.204,0.533,173.886,false,3.1078431372549,,,,,,,,,,
album,0.807,0.743,-4.654,0.207,0.221,0.0000044,0.0986,0.854,176.127,false,7.53549695740365,,,,,,,,,,
album,0.808,0.841,-2.795,0.116,0.282,0,0.367,0.8,93.008,true,2.29155313351499,,,,,,,,,,
single,0.724,0.77,-4.777,0.323,0.406,0.00000115,0.103,0.605,172.081,false,7.47572815533981,,,,,,,,,,
single,0.683,0.72,-6.418,0.235,0.187,0,0.381,0.737,83.621,false,1.88976377952756,,,,,,,,,,
album,0.723,0.646,-5.691,0.28,0.0475,0,0.0965,0.345,169.983,false,6.69430051813472,,,,,,,,,,
album,0.769,0.706,-5.368,0.0711,0.312,0,0.15,0.551,95.025,true,4.70666666666667,,,,,,,,,,
album,0.733,0.74,-6.343,0.0333,0.246,0.000033,0.299,0.903,99.993,true,2.47491638795987,,,,,,,,,,
single,0.67,0.823,-2.24,0.295,0.14,0,0.311,0.655,105.739,true,2.64630225080386,,,,,,,,,,
album,0.786,0.357,-7.735,0.0372,0.0695,0.0000837,0.11,0.524,108.946,true,3.24545454545455,,,,,,,,,,
album,0.871,0.66,-3.748,0.29,0.114,0.000061,0.0842,0.706,97.022,false,7.83847980997625,,,,,,,,,,
album,0.771,0.724,-5.372,0.0422,0.209,0.00000351,0.281,0.77,102.991,true,2.57651245551601,,,,,,,,,,
single,0.699,0.645,-4.591,0.206,0.454,0,0.135,0.517,173.836,false,4.77777777777778,,,,,,,,,,
album,0.858,0.735,-4.854,0.329,0.0344,0.00000141,0.468,0.364,108.019,true,1.57051282051282,,,,,,,,,,
album,0.569,0.805,-4.619,0.257,0.0108,0,0.0953,0.75,178.079,true,8.44700944386149,,,,,,,,,,
single,0.862,0.671,-6.609,0.0903,0.563,0,0.104,0.72,100.015,true,6.45192307692308,,,,,,,,,,
single,0.521,0.682,-5.642,0.14,0.162,0,0.1,0.208,177.826,true,6.82,,,,,,,,,,
album,0.643,0.575,-8.394,0.0525,0.543,0,0.0825,0.958,154.497,true,6.96969696969697,,,,,,,,,,
album,0.607,0.414,-9.436,0.0546,0.492,0,0.103,0.962,157.467,true,4.01941747572816,,,,,,,,,,
album,0.734,0.432,-6.891,0.055,0.246,0,0.095,0.644,134.804,false,4.54736842105263,,,,,,,,,,
single,0.611,0.569,-10.075,0.0765,0.343,0,0.0817,0.961,156.998,true,6.96450428396573,,,,,,,,,,
album,0.671,0.842,-7.979,0.207,0.188,0,0.0359,0.786,147.848,true,23.4540389972145,,,,,,,,,,
album,0.506,0.625,-10.818,0.0687,0.417,0,0.235,0.93,151.238,false,2.65957446808511,,,,,,,,,,
album,0.542,0.537,-11.334,0.0553,0.203,0.000011,0.0373,0.962,88.866,true,14.3967828418231,,,,,,,,,,
album,0.762,0.641,-8.79,0.115,0.13,0,0.148,0.975,89.646,true,4.33108108108108,,,,,,,,,,
album,0.647,0.668,-9.905,0.261,0.511,0,0.136,0.976,87.669,true,4.91176470588235,,,,,,,,,,
album,0.461,0.539,-10.479,0.0394,0.327,0,0.0804,0.953,157.754,true,6.70398009950249,,,,,,,,,,
album,0.695,0.293,-16.278,0.0431,0.596,0.0158,0.132,0.637,143.804,true,2.21969696969697,,,,,,,,,,
album,0.692,0.709,-10.778,0.0502,0.154,0.00000146,0.167,0.714,102.999,false,4.24550898203593,,,,,,,,,,
single,0.789,0.592,-7.063,0.0501,0.0808,0.00079,0.084,0.946,96.969,false,7.04761904761905,,,,,,,,,,
compilation,0.643,0.268,-15.073,0.09,0.593,0.00000206,0.316,0.62,143.813,false,0.848101265822785,,,,,,,,,,
single,0.813,0.537,-8.667,0.0382,0.0914,0.0000591,0.114,0.803,108.013,false,4.71052631578947,,,,,,,,,,
album,0.642,0.562,-9.304,0.0607,0.584,0,0.104,0.671,149.82,false,5.40384615384615,,,,,,,,,,
single,0.659,0.454,-8.969,0.28,0.679,0.00000827,0.16,0.546,166.948,true,2.8375,,,,,,,,,,
single,0.706,0.676,-9.041,0.0499,0.727,0.000769,0.0958,0.488,112.994,true,7.05636743215031,,,,,,,,,,
compilation,0.583,0.308,-18.303,0.0465,0.581,0.0106,0.257,0.241,118.226,true,1.19844357976654,,,,,,,,,,
compilation,0.608,0.638,-6.008,0.0292,0.581,0.0172,0.448,0.439,140.109,true,1.42410714285714,,,,,,,,,,
album,0.834,0.371,-11.99,0.0358,0.799,0,0.275,0.976,96.628,true,1.34909090909091,,,,,,,,,,
album,0.629,0.159,-14.056,0.0495,0.883,0,0.222,0.642,142.157,true,0.716216216216216,,,,,,,,,,
album,0.677,0.241,-11.133,0.0407,0.847,0,0.0523,0.963,172.315,true,4.60803059273423,,,,,,,,,,
album,0.743,0.19,-11.686,0.073,0.928,0,0.117,0.954,159.894,true,1.62393162393162,,,,,,,,,,
album,0.596,0.675,-6.817,0.0326,0.312,0,0.341,0.966,81.121,false,1.97947214076246,,,,,,,,,,
album,0.68,0.273,-13.691,0.426,0.833,0,0.173,0.861,165.983,true,1.57803468208093,,,,,,,,,,
compilation,0.568,0.184,-16.196,0.23,0.847,0,0.0971,0.803,82.951,false,1.89495365602472,,,,,,,,,,
album,0.554,0.187,-13.164,0.0347,0.95,0,0.183,0.454,145.13,false,1.02185792349727,,,,,,,,,,
compilation,0.706,0.42,-9.75,0.0594,0.849,0.000323,0.666,0.905,95.269,true,0.630630630630631,,,,,,,,,,
album,0.275,0.184,-12.586,0.0296,0.927,0,0.146,0.325,98.781,false,1.26027397260274,,,,,,,,,,
album,0.456,0.668,-7.795,0.0373,0.604,0.000145,0.141,0.263,144.062,true,4.73758865248227,,,,,,,,,,
single,0.825,0.666,-4.847,0.0554,0.143,0.00000281,0.237,0.763,96.987,true,2.81012658227848,,,,,,,,,,
single,0.757,0.682,-5.292,0.0553,0.055,0,0.0815,0.562,98.977,true,8.3680981595092,,,,,,,,,,
compilation,0.521,0.837,-4.501,0.0794,0.0593,0.0000128,0.157,0.48,106.001,true,5.3312101910828,,,,,,,,,,
single,0.691,0.796,-4.778,0.0387,0.0495,0,0.333,0.541,127.985,true,2.39039039039039,,,,,,,,,,
album,0.484,0.545,-6.607,0.0485,0.2,0,0.188,0.575,114.989,true,2.89893617021277,,,,,,,,,,
single,0.593,0.858,-4.823,0.248,0.0513,0.0000225,0.342,0.545,66.813,false,2.50877192982456,,,,,,,,,,
album,0.583,0.8,-6.95,0.0863,0.0864,0,0.115,0.797,159.998,true,6.95652173913044,,,,,,,,,,
single,0.605,0.656,-3.599,0.0314,0.312,0,0.129,0.692,90.992,true,5.08527131782946,,,,,,,,,,
album,0.806,0.909,-5.295,0.0658,0.0267,0.000343,0.057,0.653,119.996,true,15.9473684210526,,,,,,,,,,
single,0.753,0.594,-6.948,0.307,0.536,0.00038,0.304,0.478,189.909,true,1.95394736842105,,,,,,,,,,
single,0.778,0.474,-10.109,0.08,0.528,0,0.104,0.219,91.969,true,4.55769230769231,,,,,,,,,,
single,0.771,0.687,-7.824,0.156,0.603,0,0.189,0.225,94.951,true,3.63492063492064,,,,,,,,,,
album,0.862,0.615,-6.291,0.0547,0.335,0.0000633,0.182,0.898,100.998,true,3.37912087912088,,,,,,,,,,
album,0.608,0.578,-8.654,0.267,0.0584,0.00000398,0.486,0.462,80.224,true,1.18930041152263,,,,,,,,,,
single,0.667,0.791,-4.969,0.213,0.469,0,0.0948,0.347,172.217,true,8.34388185654009,,,,,,,,,,
single,0.82,0.577,-6.386,0.0995,0.211,0,0.113,0.323,88.015,true,5.10619469026549,,,,,,,,,,
single,0.701,0.843,-4.609,0.193,0.462,0,0.0934,0.385,144.251,true,9.02569593147752,,,,,,,,,,
single,0.752,0.887,-5.971,0.369,0.221,0,0.152,0.207,86.998,false,5.83552631578947,,,,,,,,,,
album,0.803,0.514,-6.81,0.046,0.589,0.0000019,0.113,0.591,131.945,true,4.54867256637168,,,,,,,,,,
album,0.379,0.775,-3.403,0.0415,0.366,0.000135,0.0718,0.435,144.749,false,10.7938718662953,,,,,,,,,,
album,0.355,0.531,-5.603,0.0309,0.874,0.111,0.123,0.396,72.563,false,4.31707317073171,,,,,,,,,,
album,0.451,0.736,-3.729,0.0413,0.203,0,0.379,0.214,144.987,false,1.94195250659631,,,,,,,,,,
album,0.432,0.185,-21.894,0.0288,0.17,0,0.117,0.484,69.969,false,1.58119658119658,,,,,,,,,,
album,0.52,0.613,-5.948,0.0246,0.304,0,0.0778,0.589,95.496,false,7.87917737789203,,,,,,,,,,
album,0.219,0.491,-5.024,0.0313,0.479,0.0000222,0.114,0.213,189.423,false,4.30701754385965,,,,,,,,,,
album,0.371,0.499,-6.897,0.0269,0.418,0.00264,0.292,0.366,139.872,false,1.70890410958904,,,,,,,,,,
album,0.429,0.532,-8.593,0.0285,0.0813,0,0.11,0.227,78.987,false,4.83636363636364,,,,,,,,,,
album,0.604,0.663,-7.088,0.0256,0.282,0,0.0909,0.584,105.418,false,7.29372937293729,,,,,,,,,,
album,0.43,0.504,-6.531,0.0308,0.111,0,0.0986,0.313,74.766,false,5.11156186612576,,,,,,,,,,
single,0.424,0.635,-5.513,0.0569,0.459,0,0.398,0.38,143.962,true,1.59547738693467,,,,,,,,,,
single,0.639,0.811,-4.729,0.0431,0.15,0,0.454,0.654,92.033,true,1.7863436123348,,,,,,,,,,
single,0.58,0.712,-5.092,0.0445,0.435,0,0.87,0.488,113.672,true,0.818390804597701,,,,,,,,,,
single,0.716,0.723,-4.845,0.0298,0.0793,0,0.517,0.685,115.077,true,1.39845261121857,,,,,,,,,,
single,0.811,0.755,-5.13,0.0412,0.495,0,0.719,0.629,110.052,true,1.05006954102921,,,,,,,,,,
album,0.712,0.359,-9.02,0.0314,0.629,0.00000136,0.174,0.43,111.063,true,2.0632183908046,,,,,,,,,,
single,0.622,0.798,-3.705,0.0508,0.273,0,0.635,0.627,133.107,true,1.25669291338583,,,,,,,,,,
single,0.719,0.783,-4.785,0.0648,0.606,0,0.418,0.479,143.102,true,1.87320574162679,,,,,,,,,,
single,0.715,0.865,-4.745,0.0644,0.099,0,0.435,0.813,164.997,true,1.98850574712644,,,,,,,,,,
album,0.749,0.523,-7.779,0.0268,0.475,0,0.127,0.786,93.014,true,4.11811023622047,,,,,,,,,,
album,0.485,0.92,-6.243,0.277,0.664,0.000339,0.216,0.767,169.944,true,4.25925925925926,,,,,,,,,,
album,0.867,0.533,-12.385,0.0988,0.0236,0.00375,0.0769,0.548,119.795,false,6.93107932379714,,,,,,,,,,
album,0.895,0.423,-10.291,0.0621,0.0892,0.00000565,0.241,0.656,120.051,true,1.7551867219917,,,,,,,,,,
album,0.773,0.648,-2.694,0.0343,0.825,0.000077,0.124,0.846,115.786,true,5.2258064516129,,,,,,,,,,
album,0.792,0.773,-8.929,0.308,0.35,0,0.104,0.649,104.967,true,7.43269230769231,,,,,,,,,,
compilation,0.828,0.54,-12.246,0.177,0.375,0.0000012,0.0718,0.47,100.029,false,7.52089136490251,,,,,,,,,,
album,0.747,0.33,-12.879,0.0301,0.845,0,0.304,0.592,112.376,true,1.08552631578947,,,,,,,,,,
album,0.468,0.866,-5.857,0.384,0.415,0.00000215,0.652,0.732,83.787,true,1.32822085889571,,,,,,,,,,
single,0.788,0.926,-6.289,0.0777,0.472,0.0585,0.188,0.859,103.022,true,4.92553191489362,,,,,,,,,,
single,0.722,0.679,-11.746,0.103,0.15,0,0.0735,0.872,136.719,true,9.23809523809524,,,,,,,,,,
album,0.625,0.617,-4.284,0.035,0.698,0,0.685,0.527,92.02,true,0.900729927007299,,,,,,,,,,
single,0.322,0.565,-9.908,0.0759,0.082,0,0.183,0.382,74.874,true,3.08743169398907,,,,,,,,,,
album,0.66,0.727,-5.439,0.0322,0.513,0,0.94,0.623,140.075,true,0.773404255319149,,,,,,,,,,
album,0.583,0.706,-5.28,0.0311,0.182,0,0.482,0.579,106.08,true,1.46473029045643,,,,,,,,,,
album,0.359,0.757,-4.527,0.0311,0.123,0,0.901,0.319,144.701,true,0.840177580466149,,,,,,,,,,
album,0.283,0.977,-5.165,0.0918,0.00172,0.00000256,0.928,0.514,132.053,true,1.05280172413793,,,,,,,,,,
album,0.406,0.748,-5.348,0.0441,0.142,0,0.905,0.543,174.161,true,0.826519337016575,,,,,,,,,,
album,0.573,0.787,-7.134,0.0322,0.112,0,0.377,0.795,145.959,true,2.08753315649867,,,,,,,,,,
album,0.635,0.72,-5.511,0.0281,0.219,0,0.75,0.577,109.037,true,0.96,,,,,,,,,,
album,0.697,0.813,-4.731,0.0405,0.295,0,0.862,0.732,112.054,true,0.943155452436195,,,,,,,,,,
single,0.638,0.631,-6.993,0.0353,0.624,0.0144,0.074,0.46,119.973,true,8.52702702702703,,,,,,,,,,
single,0.413,0.419,-10.592,0.0314,0.602,0.000113,0.13,0.264,149.658,true,3.22307692307692,,,,,,,,,,
album,0.393,0.29,-9.136,0.0385,0.552,0.00000384,0.54,0.296,179.779,true,0.537037037037037,,,,,,,,,,
single,0.629,0.687,-4.624,0.0393,0.592,0.0000481,0.106,0.762,170.006,true,6.4811320754717,,,,,,,,,,
album,0.813,0.444,-10.428,0.0623,0.207,0,0.127,0.611,127.964,true,3.49606299212598,,,,,,,,,,
album,0.471,0.453,-8.354,0.0971,0.275,0.0000402,0.244,0.587,116.013,true,1.85655737704918,,,,,,,,,,
album,0.891,0.691,-9.417,0.0588,0.29,0.00555,0.0596,0.666,120.004,true,11.5939597315436,,,,,,,,,,
album,0.713,0.534,-7.622,0.0447,0.113,0.0000135,0.0952,0.285,100.01,false,5.60924369747899,,,,,,,,,,
album,0.697,0.464,-8.832,0.0254,0.716,0.0112,0.0457,0.382,108.994,true,10.1531728665208,,,,,,,,,,
album,0.699,0.496,-7.88,0.0479,0.74,0.000347,0.112,0.75,82.008,true,4.42857142857143,,,,,,,,,,
single,0.796,0.35,-15.182,0.044,0.851,0.00684,0.124,0.793,115.891,true,2.82258064516129,,,,,,,,,,
album,0.48,0.395,-11.017,0.093,0.317,0,0.0943,0.464,84.692,true,4.18875927889714,,,,,,,,,,
album,0.75,0.341,-13.368,0.0381,0.267,0,0.0951,0.602,121.999,false,3.5856992639327,,,,,,,,,,
album,0.867,0.533,-12.385,0.0988,0.0236,0.00375,0.0769,0.548,119.795,true,6.93107932379714,,,,,,,,,,
album,0.895,0.423,-10.291,0.0621,0.0892,0.00000565,0.241,0.656,120.051,true,1.7551867219917,,,,,,,,,,
album,0.678,0.368,-12.75,0.0365,0.896,0.0353,0.291,0.781,82.977,true,1.26460481099656,,,,,,,,,,
single,0.817,0.474,-12.221,0.0481,0.57,0.197,0.147,0.595,119.802,false,3.22448979591837,,,,,,,,,,
compilation,0.744,0.465,-9.112,0.0612,0.888,0.00106,0.131,0.749,124.543,true,3.54961832061069,,,,,,,,,,
single,0.558,0.336,-13.023,0.0511,0.84,0.153,0.333,0.546,74.61,false,1.00900900900901,,,,,,,,,,
album,0.643,0.4,-12.522,0.0774,0.49,0.000156,0.126,0.237,82.352,true,3.17460317460318,,,,,,,,,,
album,0.408,0.513,-12.146,0.0762,0.0468,0,0.112,0.426,81.925,true,4.58035714285714,,,,,,,,,,
album,0.915,0.768,-4.52,0.0706,0.278,0.00272,0.0628,0.814,111.381,false,12.2292993630573,,,,,,,,,,
album,0.839,0.821,-3.68,0.0599,0.274,0.000887,0.0807,0.659,108.17,false,10.1734820322181,,,,,,,,,,
album,0.918,0.663,-4.857,0.0848,0.308,0.000256,0.219,0.833,118.472,true,3.02739726027397,,,,,,,,,,
album,0.816,0.762,-3.505,0.0359,0.185,0.00235,0.0806,0.708,118.705,true,9.45409429280397,,,,,,,,,,
album,0.598,0.469,-10.786,0.0263,0.164,0.000394,0.053,0.725,151.878,false,8.84905660377359,,,,,,,,,,
album,0.662,0.696,-4.143,0.0351,0.21,0,0.0629,0.457,91.01,false,11.0651828298887,,,,,,,,,,
album,0.748,0.886,-6.708,0.092,0.0568,0.00902,0.0565,0.962,103.789,true,15.6814159292035,,,,,,,,,,
compilation,0.349,0.477,-12.566,0.12,0.126,0,0.0845,0.464,162.459,true,5.64497041420118,,,,,,,,,,
album,0.933,0.713,-5.334,0.0803,0.35,0.0000309,0.0625,0.947,118.383,true,11.408,,,,,,,,,,
