Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,official_video,EnergyLiveness,,,,,,,,,, 
album,0.668,0.325,-14.225,0.0345,0.511,0,0.548,0.519,88.715,false,0.593065693430657,,,,,,,,,,
album,0.596,0.255,-16.425,0.0592,0.861,0.0001,0.0804,0.562,153.766,false,3.17164179104478,,,,,,,,,,
album,0.642,0.205,-18.716,0.0268,0.644,0.00124,0.1,0.545,93.259,false,2.05,,,,,,,,,,
album,0.687,0.308,-15.984,0.0344,0.656,0.0000255,0.0844,0.485,136.535,true,3.64928909952607,,,,,,,,,,
album,0.585,0.313,-15.016,0.0295,0.689,0.00000533,0.0486,0.445,68.816,false,6.440329218107,,,,,,,,,,
album,0.463,0.325,-14.762,0.0301,0.197,0,0.0641,0.386,135.728,false,5.07020280811233,,,,,,,,,,
album,0.748,0.832,-7.526,0.0272,0.167,0.000067,0.26,0.969,114.119,false,3.2,,,,,,,,,,
album,0.568,0.549,-6.603,0.03,0.187,0,0.17,0.531,177.989,false,3.22941176470588,,,,,,,,,,
album,0.669,0.889,-5.472,0.0318,0.0046,0.0000149,0.091,0.58,122.102,false,9.76923076923077,,,,,,,,,,
album,0.579,0.454,-9.351,0.0267,0.13,0.0000025,0.0628,0.226,84.627,false,7.22929936305733,,,,,,,,,,
album,0.487,0.676,-5.886,0.0324,0.385,0,0.117,0.175,159.944,true,5.77777777777778,,,,,,,,,,
album,0.588,0.537,-8.388,0.0309,0.503,0,0.18,0.483,141.118,false,2.98333333333333,,,,,,,,,,
album,0.453,0.482,-6.337,0.0484,0.72,0,0.734,0.37,140.324,true,0.656675749318801,,,,,,,,,,
album,0.603,0.879,-4.435,0.0702,0.0155,0,0.367,0.525,98.079,true,2.39509536784741,,,,,,,,,,
album,0.676,0.915,-6.152,0.0428,0.0229,0.00021,0.114,0.484,111.196,false,8.02631578947369,,,,,,,,,,
album,0.739,0.575,-9.093,0.0324,0.493,0,0.166,0.712,127.046,true,3.46385542168675,,,,,,,,,,
album,0.675,0.52,-8.793,0.025,0.097,0.00000109,0.333,0.607,113.255,true,1.56156156156156,,,,,,,,,,
single,0.751,0.755,-4.43,0.0306,0.423,0,0.634,0.951,126.023,true,1.19085173501577,,,,,,,,,,
single,0.322,0.565,-9.908,0.0759,0.082,0,0.183,0.382,74.874,true,3.08743169398907,,,,,,,,,,
album,0.618,0.525,-8.572,0.032,0.0921,0,0.316,0.657,124.932,true,1.66139240506329,,,,,,,,,,
album,0.48,0.569,-9.953,0.0306,0.181,0,0.56,0.711,146.148,true,1.01607142857143,,,,,,,,,,
album,0.792,0.768,-9.801,0.0296,0.0356,0.0000201,0.0861,0.956,125.705,true,8.9198606271777,,,,,,,,,,
album,0.575,0.431,-10.195,0.0286,0.7,0,0.123,0.247,135.948,true,3.50406504065041,,,,,,,,,,
album,0.654,0.792,-3.445,0.03,0.379,0,0.254,0.878,150.104,true,3.11811023622047,,,,,,,,,,
album,0.383,0.589,-6.523,0.0401,0.37,0,0.17,0.303,78.967,true,3.46470588235294,,,,,,,,,,
single,0.45,0.878,-4.592,0.0827,0.0071,0,0.0908,0.744,199.844,true,9.66960352422908,,,,,,,,,,
album,0.515,0.426,-7.935,0.0351,0.692,0.00000101,0.121,0.319,184.145,true,3.52066115702479,,,,,,,,,,
album,0.536,0.665,-7.743,0.0367,0.641,0.000608,0.113,0.243,140.256,true,5.88495575221239,,,,,,,,,,
album,0.517,0.428,-8.261,0.0267,0.325,0.000175,0.124,0.27,76.773,true,3.45161290322581,,,,,,,,,,
album,0.634,0.662,-8.299,0.0292,0.235,0,0.0413,0.375,111.638,true,16.0290556900726,,,,,,,,,,
album,0.311,0.711,-10.561,0.0693,0.229,0,0.0602,0.272,90.159,true,11.8106312292359,,,,,,,,,,
album,0.394,0.384,-9.541,0.0289,0.764,0,0.121,0.114,140.799,true,3.17355371900826,,,,,,,,,,
album,0.568,0.675,-9.786,0.0398,0.368,0.00000726,0.184,0.441,93.259,true,3.66847826086957,,,,,,,,,,
album,0.729,0.813,-5.414,0.0274,0.0476,0.0000176,0.971,0.655,113.993,true,0.837281153450052,,,,,,,,,,
single,0.674,0.907,-5.078,0.122,0.567,0,0.259,0.828,130.011,true,3.5019305019305,,,,,,,,,,
album,0.582,0.812,-6.147,0.0418,0.166,0.00162,0.0407,0.7,86.051,true,19.95085995086,,,,,,,,,,
album,0.731,0.901,-5.881,0.0308,0.231,0.0254,0.0577,0.944,133.039,true,15.6152512998267,,,,,,,,,,
album,0.673,0.486,-7.987,0.103,0.475,0.00022,0.0906,0.535,191.943,false,5.36423841059603,,,,,,,,,,
single,0.837,0.948,-5.135,0.199,0.447,0.0000251,0.19,0.825,111.028,true,4.98947368421053,,,,,,,,,,
single,0.715,0.888,-6.55,0.222,0.569,0.185,0.0917,0.786,195.006,false,9.68375136314068,,,,,,,,,,
single,0.745,0.878,-6.782,0.233,0.576,0.114,0.0915,0.782,195.045,false,9.59562841530055,,,,,,,,,,
single,0.684,0.593,-6.267,0.0321,0.375,0.0000121,0.0998,0.372,89.994,true,5.94188376753507,,,,,,,,,,
single,0.69,0.895,-7.328,0.17,0.68,0.0282,0.228,0.835,154.928,true,3.92543859649123,,,,,,,,,,
album,0.685,0.59,-12.077,0.0538,0.342,0.00042,0.37,0.472,90.014,false,1.59459459459459,,,,,,,,,,
album,0.626,0.414,-9.245,0.0426,0.416,0.0000214,0.117,0.15,61.016,false,3.53846153846154,,,,,,,,,,
album,0.755,0.517,-9.557,0.0283,0.115,0.00000183,0.109,0.292,104.015,true,4.74311926605505,,,,,,,,,,
album,0.696,0.423,-9.243,0.032,0.831,0.00134,0.126,0.428,91.007,false,3.35714285714286,,,,,,,,,,
album,0.694,0.758,-8.881,0.0559,0.421,0.00000279,0.0627,0.891,86.997,true,12.0893141945774,,,,,,,,,,
album,0.576,0.67,-8.38,0.0454,0.277,0,0.101,0.395,90.007,true,6.63366336633663,,,,,,,,,,
album,0.284,0.778,-4.871,0.0899,0.194,0.0000255,0.0946,0.342,84.033,true,8.22410147991543,,,,,,,,,,
album,0.473,0.659,-9.292,0.0477,0.0905,0.0000398,0.168,0.368,94.817,false,3.92261904761905,,,,,,,,,,
album,0.669,0.357,-16.269,0.0625,0.198,0.00000322,0.0446,0.501,88.022,true,8.00448430493274,,,,,,,,,,
single,0.686,0.54,-20.198,0.404,0.0815,0.00195,0.204,0.773,192.128,true,2.64705882352941,,,,,,,,,,
album,0.59,0.535,-9.661,0.0649,0.435,0,0.102,0.353,74.969,true,5.24509803921569,,,,,,,,,,
album,0.795,0.523,-7.165,0.0423,0.061,0,0.0914,0.855,133.024,false,5.72210065645514,,,,,,,,,,
album,0.55,0.444,-7.588,0.0292,0.241,0,0.187,0.0438,120.179,false,2.37433155080214,,,,,,,,,,
compilation,0.835,0.571,-4.771,0.102,0.0716,0,0.0604,0.902,138.038,false,9.45364238410596,,,,,,,,,,
album,0.717,0.583,-5.008,0.146,0.506,0,0.0821,0.816,139.76,false,7.10109622411693,,,,,,,,,,
album,0.621,0.481,-8.016,0.0371,0.0984,0,0.241,0.679,65.004,false,1.99585062240664,,,,,,,,,,
album,0.699,0.591,-6.788,0.0676,0.52,0,0.15,0.686,130.137,false,3.94,,,,,,,,,,
album,0.784,0.793,-4.573,0.123,0.112,0,0.134,0.638,95.977,false,5.91791044776119,,,,,,,,,,
album,0.652,0.758,-4.737,0.0315,0.128,0,0.273,0.486,130.927,false,2.77655677655678,,,,,,,,,,
compilation,0.661,0.604,-6.436,0.0358,0.248,0,0.0469,0.721,95.971,false,12.8784648187633,,,,,,,,,,
compilation,0.92,0.487,-5.578,0.182,0.0103,0,0.0411,0.806,92.836,false,11.8491484184915,,,,,,,,,,
album,0.721,0.801,-7.058,0.0648,0.417,0.00000131,0.0739,0.649,122.327,true,10.8389715832206,,,,,,,,,,
album,0.559,0.809,-5.742,0.128,0.0846,0,0.171,0.876,122.92,true,4.73099415204678,,,,,,,,,,
album,0.823,0.948,-4.949,0.0516,0.0384,0.00000523,0.366,0.711,129.004,false,2.59016393442623,,,,,,,,,,
album,0.857,0.908,-4.045,0.0412,0.184,0,0.343,0.96,115.714,true,2.64723032069971,,,,,,,,,,
album,0.796,0.754,-7.876,0.0552,0.00474,0,0.0826,0.794,122.046,true,9.12832929782082,,,,,,,,,,
album,0.666,0.738,-8.335,0.0493,0.021,0,0.111,0.753,124.367,true,6.64864864864865,,,,,,,,,,
album,0.568,0.864,-5.081,0.0969,0.0518,0,0.12,0.961,114.938,true,7.2,,,,,,,,,,
album,0.557,0.471,-7.374,0.0569,0.108,0.00000478,0.0721,0.238,73.668,true,6.53259361997226,,,,,,,,,,
album,0.603,0.645,-3.956,0.032,0.223,0,0.23,0.656,127.592,false,2.80434782608696,,,,,,,,,,
album,0.627,0.92,-3.52,0.108,0.135,0.00000137,0.136,0.963,155.986,true,6.76470588235294,,,,,,,,,,
album,0.452,0.49,-11.685,0.0397,0.658,0.00000571,0.167,0.724,123.669,false,2.93413173652695,,,,,,,,,,
compilation,0.477,0.636,-8.334,0.0356,0.865,0.00226,0.208,0.707,84.547,true,3.05769230769231,,,,,,,,,,
compilation,0.489,0.669,-10.788,0.0511,0.819,0.0206,0.281,0.713,149.928,false,2.38078291814947,,,,,,,,,,
album,0.356,0.733,-7.853,0.0389,0.742,0.0022,0.324,0.684,156.614,true,2.26234567901235,,,,,,,,,,
album,0.548,0.596,-11.22,0.111,0.115,0.00000393,0.344,0.758,178.706,true,1.73255813953488,,,,,,,,,,
compilation,0.41,0.72,-7.675,0.0476,0.827,0.00123,0.338,0.728,82.133,true,2.1301775147929,,,,,,,,,,
compilation,0.499,0.534,-9.081,0.0316,0.877,0.00282,0.195,0.717,117.524,true,2.73846153846154,,,,,,,,,,
single,0.719,0.466,-9.153,0.0417,0.733,0.00000181,0.0973,0.812,137.159,false,4.78931140801644,,,,,,,,,,
single,0.724,0.848,-4.724,0.0522,0.0787,0.0000916,0.104,0.781,123.02,true,8.15384615384615,,,,,,,,,,
compilation,0.557,0.331,-10.184,0.0269,0.786,0.0026,0.0743,0.506,108.208,true,4.45491251682369,,,,,,,,,,
album,0.77,0.485,-11.612,0.0463,0.166,0.000196,0.289,0.932,121.685,false,1.67820069204152,,,,,,,,,,
album,0.73,0.878,-6.067,0.048,0.255,0.00000374,0.0558,0.762,117.715,true,15.7347670250896,,,,,,,,,,
album,0.734,0.903,-3.972,0.0649,0.432,0.00569,0.2,0.712,102.009,true,4.515,,,,,,,,,,
album,0.752,0.613,-12.95,0.0739,0.0404,0.00000486,0.328,0.496,110.022,true,1.86890243902439,,,,,,,,,,
album,0.365,0.449,-13.516,0.0356,0.662,0.00000246,0.153,0.556,103.643,true,2.93464052287582,,,,,,,,,,
album,0.578,0.626,-8.722,0.0411,0.772,0.000639,0.111,0.779,125.956,true,5.63963963963964,,,,,,,,,,
album,0.741,0.884,-11.863,0.0554,0.161,0.000303,0.211,0.772,126.989,true,4.18957345971564,,,,,,,,,,
album,0.756,0.716,-9.176,0.0678,0.208,0.0000189,0.0599,0.757,119.935,true,11.9532554257095,,,,,,,,,,
album,0.449,0.682,-9.665,0.0596,0.301,0,0.354,0.869,84.014,true,1.92655367231638,,,,,,,,,,
single,0.728,0.961,-2.442,0.0572,0.0828,0.000548,0.0532,0.921,133.001,true,18.0639097744361,,,,,,,,,,
album,0.658,0.539,-12.051,0.026,0.156,0.0106,0.106,0.536,125.041,true,5.08490566037736,,,,,,,,,,
album,0.425,0.889,-5.7,0.0802,0.065,0,0.345,0.644,162.596,true,2.5768115942029,,,,,,,,,,
album,0.63,0.68,-4.556,0.0294,0.312,0,0.194,0.792,119.984,true,3.50515463917526,,,,,,,,,,
album,0.548,0.399,-13.183,0.0359,0.0127,0.0487,0.103,0.351,143.96,true,3.87378640776699,,,,,,,,,,
album,0.635,0.674,-9.089,0.0341,0.0575,0.00029,0.132,0.461,117.996,true,5.10606060606061,,,,,,,,,,
single,0.525,0.801,-4.74,0.0357,0.00548,0.00015,0.107,0.628,179.934,true,7.48598130841122,,,,,,,,,,
album,0.592,0.472,-6.775,0.0245,0.665,0.00000123,0.332,0.288,79.973,true,1.42168674698795,,,,,,,,,,
album,0.687,0.616,-11.654,0.0297,0.15,0.00033,0.374,0.837,123.015,true,1.64705882352941,,,,,,,,,,
album,0.552,0.577,-7.29,0.024,0.244,0.0000189,0.242,0.434,145.956,true,2.38429752066116,,,,,,,,,,
album,0.396,0.527,-8.658,0.0435,0.371,0.000306,0.166,0.165,185.807,true,3.17469879518072,,,,,,,,,,
album,0.59,0.875,-5.294,0.171,0.45,0.0000116,0.164,0.737,96.915,true,5.33536585365854,,,,,,,,,,
album,0.786,0.677,-8.624,0.183,0.172,0.000104,0.0446,0.858,94.985,true,15.1793721973094,,,,,,,,,,
album,0.7,0.687,-9.292,0.0504,0.503,0.000012,0.057,0.815,136.028,true,12.0526315789474,,,,,,,,,,
album,0.613,0.395,-14.281,0.0392,0.208,0.000665,0.189,0.455,172.014,true,2.08994708994709,,,,,,,,,,
single,0.708,0.897,-4.083,0.102,0.0683,0.394,0.137,0.936,103.163,true,6.54744525547445,,,,,,,,,,
compilation,0.627,0.838,-8.168,0.0406,0.22,0.00000899,0.122,0.728,138.856,true,6.86885245901639,,,,,,,,,,
album,0.634,0.54,-10.506,0.0297,0.491,0.0000553,0.115,0.81,121.061,true,4.69565217391304,,,,,,,,,,
album,0.774,0.934,-6.422,0.0516,0.118,0.00284,0.0897,0.882,105.968,false,10.41248606466,,,,,,,,,,
compilation,0.692,0.875,-7.381,0.0571,0.545,0.0000578,0.326,0.787,84.575,false,2.6840490797546,,,,,,,,,,
album,0.554,0.824,-8.161,0.0857,0.523,0.00000163,0.478,0.557,113.295,true,1.72384937238494,,,,,,,,,,
album,0.829,0.665,-8.128,0.0868,0.242,0.0000175,0.123,0.861,122.043,true,5.40650406504065,,,,,,,,,,
album,0.554,0.606,-12.312,0.0722,0.578,0.000183,0.11,0.584,93.922,true,5.50909090909091,,,,,,,,,,
album,0.59,0.875,-5.294,0.171,0.45,0.0000116,0.164,0.737,96.915,true,5.33536585365854,,,,,,,,,,
album,0.547,0.554,-11.165,0.0374,0.602,0.000155,0.0735,0.848,91.386,true,7.5374149659864,,,,,,,,,,
album,0.792,0.635,-13.94,0.0863,0.349,0.00000592,0.324,0.648,122.004,true,1.95987654320988,,,,,,,,,,
album,0.364,0.687,-7.967,0.0571,0.656,0,0.175,0.663,161.008,true,3.92571428571429,,,,,,,,,,
album,0.465,0.682,-8.124,0.0512,0.381,0.00041,0.0801,0.583,164.01,true,8.5143570536829,,,,,,,,,,
album,0.645,0.908,-4.682,0.0997,0.421,0.0000016,0.381,0.877,104.233,true,2.38320209973753,,,,,,,,,,
album,0.723,0.73,-8.765,0.108,0.69,0.00000978,0.406,0.924,90.088,true,1.79802955665025,,,,,,,,,,
album,0.548,0.506,-13.684,0.0495,0.492,0.000442,0.189,0.641,85.628,true,2.67724867724868,,,,,,,,,,
compilation,0.662,0.949,-4.758,0.108,0.128,0,0.135,0.516,91.954,true,7.02962962962963,,,,,,,,,,
album,0.633,0.921,-7.719,0.0495,0.0261,0.00102,0.309,0.925,119.865,true,2.98058252427184,,,,,,,,,,
album,0.878,0.724,-5.373,0.129,0.168,0.0116,0.133,0.904,121.906,true,5.44360902255639,,,,,,,,,,
album,0.7,0.865,-5.827,0.133,0.0136,0.0000771,0.0718,0.78,128.043,true,12.0473537604457,,,,,,,,,,
album,0.639,0.69,-10.047,0.264,0.0265,0.000551,0.146,0.579,119.63,true,4.72602739726027,,,,,,,,,,
album,0.707,0.797,-7.143,0.0435,0.2,0,0.302,0.633,105.395,true,2.63907284768212,,,,,,,,,,
album,0.799,0.69,-4.998,0.0749,0.0119,0.0000287,0.133,0.896,129.297,true,5.18796992481203,,,,,,,,,,
album,0.815,0.875,-7.822,0.0598,0.174,0.048,0.136,0.733,105.805,true,6.43382352941176,,,,,,,,,,
album,0.65,0.741,-8.368,0.118,0.155,0.404,0.175,0.751,110.179,true,4.23428571428572,,,,,,,,,,
album,0.618,0.893,-6.475,0.109,0.171,0.0000317,0.285,0.515,91.972,true,3.13333333333333,,,,,,,,,,
album,0.687,0.851,-3.413,0.0409,0.0977,0,0.0785,0.637,94.963,false,10.8407643312102,,,,,,,,,,
album,0.611,0.826,-3.906,0.0234,0.00239,0.000224,0.182,0.666,95.995,true,4.53846153846154,,,,,,,,,,
album,0.676,0.785,-5.39,0.0293,0.119,0,0.134,0.502,102.046,false,5.85820895522388,,,,,,,,,,
album,0.73,0.866,-2.693,0.0263,0.0151,0,0.249,0.824,113.004,false,3.47791164658635,,,,,,,,,,
album,0.661,0.75,-5.816,0.0402,0.0614,0,0.267,0.524,105.984,false,2.80898876404494,,,,,,,,,,
album,0.463,0.862,-3.002,0.0391,0.0572,0,0.0722,0.551,163.018,true,11.9390581717452,,,,,,,,,,
album,0.616,0.766,-6.59,0.0382,0.0776,0,0.361,0.373,83.965,false,2.1218836565097,,,,,,,,,,
album,0.601,0.882,-5.191,0.0262,0.011,0,0.0963,0.696,105.022,false,9.1588785046729,,,,,,,,,,
album,0.648,0.792,-6.058,0.035,0.0657,0.00000531,0.0788,0.935,159.968,false,10.0507614213198,,,,,,,,,,
album,0.557,0.691,-5.957,0.0365,0.0341,0,0.0942,0.751,149.993,true,7.33545647558386,,,,,,,,,,
album,0.478,0.923,-7.547,0.0569,0.000027,0.719,0.325,0.165,133.135,true,2.84,,,,,,,,,,
album,0.45,0.357,-13.691,0.0338,0.268,0.519,0.0944,0.0838,179.935,false,3.78177966101695,,,,,,,,,,
album,0.328,0.904,-5.063,0.0455,0.0000431,0.064,0.11,0.516,186.253,true,8.21818181818182,,,,,,,,,,
album,0.3,0.571,-10.152,0.0331,0.00082,0.8,0.0851,0.0413,178.089,true,6.70975323149236,,,,,,,,,,
album,0.435,0.886,-4.749,0.0803,0.0061,0.00482,0.0993,0.44,165.007,true,8.92245720040282,,,,,,,,,,
album,0.461,0.91,-7.198,0.0359,0.0000858,0.0471,0.0863,0.615,155.697,true,10.5446118192352,,,,,,,,,,
album,0.348,0.898,-6.835,0.0701,0.0367,0.0000373,0.11,0.2,81.268,true,8.16363636363636,,,,,,,,,,
album,0.397,0.942,-2.53,0.0869,0.000227,0.24,0.14,0.356,158.993,true,6.72857142857143,,,,,,,,,,
album,0.371,0.636,-6.303,0.0301,0.0000759,0.00757,0.349,0.193,155.466,true,1.82234957020057,,,,,,,,,,
album,0.408,0.891,-7.094,0.0505,0.0000351,0.000517,0.11,0.196,167.996,false,8.1,,,,,,,,,,
album,0.704,0.819,-2.974,0.0626,0.00176,0,0.094,0.914,139.921,true,8.71276595744681,,,,,,,,,,
album,0.339,0.849,-3.972,0.0928,0.0011,0,0.189,0.395,176.04,true,4.49206349206349,,,,,,,,,,
album,0.556,0.93,-6.1,0.119,0.00134,0.0251,0.758,0.608,160.068,true,1.22691292875989,,,,,,,,,,
album,0.229,0.888,-2.641,0.097,0.00258,0.00000167,0.365,0.268,156.254,true,2.43287671232877,,,,,,,,,,
album,0.511,0.854,-4.563,0.132,0.00434,0.00000317,0.362,0.495,129.899,true,2.35911602209945,,,,,,,,,,
compilation,0.392,0.942,-8.62,0.559,0.158,0.0000448,0.802,0.582,174.311,false,1.17456359102244,,,,,,,,,,
single,0.427,0.843,-4.797,0.0618,0.00402,0.00605,0.0945,0.284,81.618,true,8.92063492063492,,,,,,,,,,
album,0.552,0.892,-3.277,0.109,0.0038,0,0.0749,0.354,116.046,true,11.9092122830441,,,,,,,,,,
compilation,0.26,0.82,-8.387,0.216,0.309,0.0000165,0.975,0.637,173.314,true,0.841025641025641,,,,,,,,,,
single,0.523,0.896,-3.221,0.138,0.00283,0.0315,0.183,0.639,188.137,true,4.89617486338798,,,,,,,,,,
album,0.547,0.714,-8.628,0.044,0.000242,0.636,0.122,0.541,89.996,false,5.85245901639344,,,,,,,,,,
album,0.587,0.99,-4.496,0.0783,0.0172,0.000668,0.104,0.486,127.992,true,9.51923076923077,,,,,,,,,,
album,0.666,0.798,-11.26,0.0477,0.00848,0.00186,0.585,0.442,115.382,true,1.36410256410256,,,,,,,,,,
album,0.49,0.158,-18.148,0.04,0.773,0.0227,0.121,0.0826,79.833,false,1.30578512396694,,,,,,,,,,
album,0.551,0.683,-7.308,0.0345,0.000297,0.305,0.105,0.179,100.03,true,6.50476190476191,,,,,,,,,,
single,0.516,0.989,-7.206,0.0754,0.000407,0.355,0.697,0.149,135.053,true,1.41893830703013,,,,,,,,,,
compilation,0.627,0.883,-8.988,0.0947,0.0207,0.00346,0.323,0.252,149.024,true,2.73374613003096,,,,,,,,,,
album,0.607,0.941,-6.163,0.0486,0.0217,0.071,0.119,0.414,144.04,false,7.90756302521008,,,,,,,,,,
album,0.7,0.807,-5.711,0.029,0.000576,0.00488,0.0996,0.963,112.15,true,8.10240963855422,,,,,,,,,,
album,0.61,0.605,-12.484,0.0419,0.000925,0.157,0.344,0.458,87.953,true,1.75872093023256,,,,,,,,,,
album,0.532,0.776,-7.873,0.03,0.024,0.000419,0.358,0.667,137.736,true,2.16759776536313,,,,,,,,,,
album,0.635,0.682,-7.072,0.0262,0.0304,0.000019,0.09,0.712,134.97,true,7.57777777777778,,,,,,,,,,
album,0.518,0.806,-6.57,0.0291,0.00683,0.00462,0.065,0.662,129.465,false,12.4,,,,,,,,,,
album,0.436,0.797,-6.763,0.0641,0.0092,0.00539,0.602,0.71,126.949,false,1.32392026578073,,,,,,,,,,
album,0.566,0.738,-6.682,0.0451,0.0734,0.000119,0.0431,0.821,80.475,false,17.122969837587,,,,,,,,,,
album,0.476,0.706,-10.136,0.217,0.0047,0.000118,0.267,0.488,169.491,false,2.64419475655431,,,,,,,,,,
album,0.618,0.699,-5.696,0.0275,0.0109,0.00022,0.26,0.61,112.33,false,2.68846153846154,,,,,,,,,,
album,0.641,0.677,-10.142,0.0327,0.0506,0.112,0.0687,0.896,120.666,true,9.85443959243086,,,,,,,,,,
album,0.437,0.875,-5.366,0.0318,0.00363,0.000532,0.29,0.724,145.474,false,3.01724137931035,,,,,,,,,,
album,0.718,0.529,-7.982,0.0265,0.006,0.0013,0.0526,0.479,106.092,false,10.0570342205323,,,,,,,,,,
album,0.881,0.874,-4.505,0.139,0.0175,0.00000114,0.154,0.858,107.891,true,5.67532467532468,,,,,,,,,,
album,0.877,0.534,-6.178,0.15,0.0339,0.0000167,0.0441,0.89,108.17,true,12.108843537415,,,,,,,,,,
compilation,0.445,0.532,-8.018,0.0405,0.254,0,0.109,0.465,128.776,true,4.88073394495413,,,,,,,,,,
compilation,0.688,0.732,-6.162,0.0618,0.0536,0,0.145,0.665,97.703,true,5.04827586206897,,,,,,,,,,
compilation,0.409,0.765,-5.674,0.104,0.0574,0,0.0922,0.365,97.383,true,8.29718004338395,,,,,,,,,,
single,0.582,0.944,-0.928,0.185,0.00573,0.00000127,0.547,0.8,143.97,false,1.72577696526508,,,,,,,,,,
album,0.801,0.581,-8.491,0.0681,0.0968,0.000318,0.0971,0.656,107.545,true,5.98352214212152,,,,,,,,,,
single,0.817,0.74,-4.566,0.283,0.266,0,0.0992,0.674,130.04,true,7.45967741935484,,,,,,,,,,
compilation,0.929,0.557,-9.404,0.289,0.166,0,0.19,0.685,102.93,false,2.93157894736842,,,,,,,,,,
album,0.877,0.885,-4.966,0.17,0.007,0.000497,0.557,0.517,102.507,true,1.58886894075404,,,,,,,,,,
album,0.488,0.897,-6.503,0.114,0.00904,0.0000591,0.311,0.814,172.054,false,2.88424437299035,,,,,,,,,,
album,0.341,0.916,-4.842,0.0841,0.00144,0,0.231,0.578,159.925,true,3.96536796536797,,,,,,,,,,
album,0.384,0.891,-5.869,0.118,0.000169,0.0016,0.158,0.498,164.045,false,5.63924050632911,,,,,,,,,,
album,0.539,0.794,-7.638,0.0698,0.000819,0,0.106,0.603,122.065,false,7.49056603773585,,,,,,,,,,
album,0.331,0.758,-6.161,0.0608,0.139,0.0000269,0.368,0.382,188.167,true,2.05978260869565,,,,,,,,,,
album,0.315,0.863,-7.12,0.0931,0.0031,0,0.0968,0.547,173.869,false,8.91528925619835,,,,,,,,,,
album,0.479,0.93,-4.759,0.0879,0.0317,0,0.0558,0.523,150.12,true,16.6666666666667,,,,,,,,,,
album,0.464,0.95,-4.555,0.0677,0.0589,0.0000261,0.305,0.37,141.983,true,3.11475409836066,,,,,,,,,,
album,0.473,0.886,-6.836,0.128,0.000288,0,0.106,0.405,126.027,true,8.35849056603774,,,,,,,,,,
album,0.293,0.884,-4.19,0.0787,0.00151,0.00000102,0.15,0.305,180.094,false,5.89333333333333,,,,,,,,,,
album,0.374,0.85,-5.657,0.0404,0.0904,0,0.116,0.348,125.796,true,7.32758620689655,,,,,,,,,,
album,0.458,0.746,-9.444,0.0318,0.0351,0,0.172,0.511,166.095,true,4.33720930232558,,,,,,,,,,
album,0.698,0.605,-11.492,0.0302,0.313,0.000238,0.0783,0.8,134.092,false,7.72669220945083,,,,,,,,,,
album,0.647,0.402,-9.14,0.0282,0.508,0,0.107,0.237,113.27,true,3.75700934579439,,,,,,,,,,
album,0.444,0.889,-3.756,0.105,0.273,0.000278,0.193,0.633,169.907,false,4.60621761658031,,,,,,,,,,
album,0.416,0.924,-3.836,0.0767,0.0302,0,0.0687,0.691,160.046,true,13.4497816593886,,,,,,,,,,
album,0.494,0.858,-5.578,0.0811,0.215,0,0.0981,0.525,170.177,false,8.74617737003058,,,,,,,,,,
album,0.518,0.872,-4.286,0.0317,0.0552,0.00107,0.117,0.468,140.349,false,7.45299145299145,,,,,,,,,,
album,0.424,0.912,-3.074,0.0537,0.0124,0,0.126,0.464,145.412,true,7.23809523809524,,,,,,,,,,
album,0.566,0.919,-2.697,0.0309,0.0205,0.00000645,0.309,0.717,111.208,false,2.97411003236246,,,,,,,,,,
compilation,0.431,0.723,-5.887,0.0568,0.145,0,0.374,0.19,130.141,true,1.9331550802139,,,,,,,,,,
album,0.616,0.685,-15.289,0.04,0.0245,0.0000113,0.0491,0.895,150.055,true,13.9511201629328,,,,,,,,,,
album,0.535,0.676,-6.361,0.0296,0.0381,0,0.0837,0.549,118.852,true,8.07646356033453,,,,,,,,,,
album,0.439,0.512,-12.871,0.0514,0.348,0,0.154,0.197,131.351,true,3.32467532467533,,,,,,,,,,
compilation,0.549,0.89,-7.973,0.0613,0.0057,0.00053,0.128,0.84,149.092,true,6.953125,,,,,,,,,,
album,0.552,0.867,-4.066,0.0321,0.0258,0,0.121,0.495,116.976,true,7.16528925619835,,,,,,,,,,
album,0.63,0.52,-14.214,0.0319,0.39,0,0.265,0.781,125.572,true,1.9622641509434,,,,,,,,,,
album,0.459,0.765,-3.033,0.0422,0.55,0,0.115,0.284,135.96,true,6.65217391304348,,,,,,,,,,
album,0.524,0.676,-9.11,0.0698,0.0949,0,0.0836,0.638,95.949,true,8.08612440191388,,,,,,,,,,
album,0.545,0.702,-12.182,0.0542,0.0875,0.000405,0.198,0.496,119.976,true,3.54545454545455,,,,,,,,,,
album,0.149,0.128,-20.459,0.0462,0.944,0.928,0.0703,0.113,47.362,true,1.82076813655761,,,,,,,,,,
single,0.064,0.0735,-24.133,0.054,0.974,0.861,0.28,0.0306,72.616,true,0.2625,,,,,,,,,,
album,0.139,0.148,-18.882,0.0386,0.929,0.954,0.106,0.0788,142.536,true,1.39622641509434,,,,,,,,,,
album,0.444,0.116,-23.172,0.041,0.977,0.868,0.0862,0.512,150.319,true,1.34570765661253,,,,,,,,,,
album,0.422,0.0461,-26.781,0.04,0.977,0.839,0.0557,0.337,118.922,true,0.827648114901257,,,,,,,,,,
